老醜,-1
論外,-1
佶屈,-1
侘しい,-1
傲岸,-1
凛冽,-1
吝ん坊,-1
奢る,-1
奸悪,-1
奸賊,-1
寥寥,-1
尠少,-1
嶮難,-1
怱忙,-1
恬然,-1
悄然,-1
慄然,-1
憮然,-1
懦弱,-1
懶い,-1
朧,-1
鬱陶しい,-1
渾沌,-1
熾烈,-1
狡い,-1
狡辛い,-1
狡猾,-1
狡獪,-1
狷介,-1
猥雑,-1
猥褻,-1
獰猛,-1
瑣細,-1
瑣末,-1
疚しい,-1
癇,-1
穢い,-1
穢らしい,-1
穢らわしい,-1
羞悪,-1
羸弱,-1
翳り,-1
耄碌,-1
聊爾,-1
腑,-1
腑抜け,-1
茫洋,-1
褊狭,-1
訝しい,-1
諤々,-1
諤諤,-1
贅沢,-1
躁急,-1
遽しい,-1
鄙劣,-1
鄙猥,-1
鄙陋,-1
陋劣,-1
驕傲,-1
驕奢,-1
あこがれる,1
あじわう,1
こだわり,1
したう,1
すがすがしい,1
すすめる,1
そろう,1
できあがる,1
なおる,1
ぬぐえる,1
はかどる,1
はがせる,1
はずせる,1
はたせる,1
ほっと,1
ほめる,1
ほれる,1
ほれ込む,1
まぬがれる,1
みたす,1
もてなし,1
やせる,1
よろこぶ,1
愛さ,1
扱える,1
慰め,1
移せる,1
育つ,1
育て,1
飲み干せる,1
飲み込める,1
温まる,1
改める,1
開け,1
外せる,1
楽しい,1
楽しむ,1
活かす,1
叶う,1
寛ぐ,1
感無量,1
慣れる,1
貫ける,1
間に合う,1
頑張る,1
頑張れる,1
喜ぶ,1
気にいる,1
気に入る,1
気持,1
気持ちいい,1
気持ち良い,1
貴ぶ,1
救う,1
教え,1
極める,1
薫る,1
契約,1
敬う,1
研ける,1
研げる,1
好く,1
好む,1
耕せる,1
惚れこむ,1
惚れる,1
惚れ惚れ,1
惚れ込む,1
産ま,1
産める,1
支払える,1
似合う,1
治る,1
実る,1
惹か,1
取り除ける,1
授かる,1
授け,1
収まる,1
修める,1
祝っ,1
出来る,1
出来上がる,1
潤う,1
助かる,1
勝つ,1
勝てる,1
譲っ,1
伸びる,1
信じる,1
心酔,1
親しむ,1
吹ける,1
遂げる,1
澄む,1
整う,1
晴れる,1
盛り上げる,1
掻き立てる,1
送っ,1
贈る,1
足りる,1
